Date,Store ID,Product ID,Units Sold,Sales Amount,Discount Applied,Customer Segment
2024-11-17,S006,P017,50.0,4584.0,5.26,New
19/11/2024,S043,P001,104.0,3697.13,7.79,Premium
,S032,P094,29.0,1168.83,3.4,Regular
07/11/2024,S021,,191.0,2319.13,5.51,Premium
13/11/2024,S005,P017,104.0,360.82,13.27,New
18/11/2024,S046,P013,138.0,,,New
11-08-2024,S045,P078,57.0,3999.27,12.97,Premium
,S050,P067,118.0,3776.45,2.2,Premium
11-15-2024,S012,P048,163.0,986.84,18.38,Premium
29/11/2024,S009,,152.0,837.11,12.59,Premium
11-13-2024,S006,P003,88.0,3782.67,14.12,Regular
05/11/2024,S025,P020,119.0,556.64,8.68,Regular
2024-11-03,S013,P099,66.0,3270.27,6.13,Premium
24/11/2024,S045,P095,166.0,39.79,,New
11-07-2024,S039,P076,72.0,567.66,18.51,Premium
30/11/2024,S008,P054,88.0,486.62,,New
12/11/2024,S017,P055,47.0,1357.69,12.86,New
2024-11-23,S017,P012,22.0,3346.05,0.78,Regular
2024-11-02,S031,P006,137.0,1738.79,15.53,Regular
30/11/2024,,P091,9.0,1596.05,11.94,
2024-11-25,S044,P015,184.0,923.73,15.89,Premium
11-15-2024,S048,P028,154.0,231.41,11.04,New
11-10-2024,S008,P082,128.0,2653.55,6.02,Regular
21/11/2024,S003,P062,60.0,4749.86,3.87,New
2024-11-01,S003,P015,144.0,462.33,14.83,Regular
2024-11-27,S032,P078,19.0,4461.7,16.38,Regular
11-24-2024,S008,P084,121.0,3919.73,18.38,Regular
2024-11-04,S012,P047,159.0,2076.38,18.13,New
11-27-2024,S034,P035,151.0,2239.33,19.1,Regular
11-25-2024,S009,P012,172.0,2154.41,14.6,Regular
11-02-2024,S010,P056,82.0,59.3,,New
2024-11-02,S028,P073,191.0,1871.23,17.38,Regular
20/11/2024,S034,P013,52.0,1222.47,16.53,New
11-29-2024,S002,P087,198.0,,18.85,Premium
2024-11-09,S036,P004,122.0,1913.1,7.12,Premium
11-08-2024,S047,P058,168.0,2177.35,,Regular
27/11/2024,S004,P065,175.0,,8.92,New
11-30-2024,S048,P021,182.0,4887.75,3.4,Premium
09/11/2024,S008,,30.0,2530.28,15.07,Regular
2024-11-05,S014,P024,136.0,1657.96,2.21,New
2024-11-20,S008,P071,104.0,1418.12,6.0,Regular
16/11/2024,S047,P100,199.0,3632.16,7.05,New
,S013,P055,70.0,1121.68,19.43,New
11-15-2024,S008,P088,171.0,,0.91,Regular
11-22-2024,S006,P012,92.0,2072.86,9.47,Premium
05/11/2024,,P098,116.0,3478.09,,Regular
,S010,P015,148.0,3375.4,3.67,
,S046,P077,90.0,3664.13,9.49,New
11-10-2024,S022,P014,150.0,3399.44,0.87,New
11-17-2024,S028,P055,14.0,620.26,7.54,Regular
15/11/2024,S045,P056,62.0,,13.22,New
15/11/2024,S029,P027,111.0,2874.93,18.48,Premium
19/11/2024,S050,P096,160.0,2409.53,13.0,Regular
11-13-2024,S010,P078,200.0,597.35,10.77,Premium
19/11/2024,S048,P001,193.0,3192.64,16.11,Premium
11-02-2024,S029,P033,112.0,3677.93,8.34,New
12/11/2024,S028,,,4153.99,2.37,New
,S004,P072,123.0,1750.34,4.92,Premium
01/11/2024,S050,P035,185.0,,,Premium
02/11/2024,S047,P072,118.0,275.38,11.51,Premium
11/11/2024,S007,P043,80.0,2165.69,16.01,New
2024-11-29,S034,P023,48.0,4751.89,0.28,Premium
11-11-2024,S024,P043,45.0,2387.66,8.76,New
11-26-2024,S013,P079,87.0,4002.97,1.83,Regular
2024-11-15,,P046,181.0,1043.43,12.64,Regular
2024-11-17,S002,P043,89.0,2264.88,16.31,New
29/11/2024,S024,P044,76.0,1117.63,9.64,Premium
2024-11-03,S033,P093,27.0,285.91,12.04,New
21/11/2024,S023,P081,173.0,2462.11,14.56,New
19/11/2024,S014,P055,186.0,3971.99,18.8,Regular
06/11/2024,S048,P011,55.0,1536.09,12.09,New
11-11-2024,S029,P045,,1648.87,15.79,Regular
,S043,P022,175.0,1085.4,9.42,New
2024-11-12,S033,P009,122.0,1856.8,4.99,Regular
11-25-2024,S028,P038,54.0,2908.94,13.99,Premium
2024-11-20,S044,P051,158.0,3753.48,12.62,Premium
11-05-2024,S048,P036,122.0,1964.47,11.85,Premium
,S033,P053,,598.65,11.79,Regular
11-11-2024,S016,P085,184.0,2947.66,0.02,Regular
11-02-2024,S034,P078,90.0,4287.63,7.42,Premium
19/11/2024,S003,,89.0,3745.29,1.97,Regular
2024-11-04,S026,P076,123.0,4628.3,12.21,Premium
11-12-2024,S024,P072,1.0,3134.55,5.75,New
2024-11-24,S009,P071,118.0,2309.38,10.0,New
11-03-2024,S024,P025,148.0,2174.17,12.92,New
2024-11-10,S046,P011,200.0,2735.56,10.05,New
11-11-2024,S002,P072,36.0,3859.16,18.19,New
11-22-2024,S022,P017,102.0,1807.0,0.03,New
11-02-2024,S014,,138.0,4963.99,8.52,Premium
11-16-2024,S037,,,4894.2,13.53,New
2024-11-21,S015,P090,133.0,2786.96,10.89,Premium
11-02-2024,S011,P078,108.0,4214.15,4.99,New
11-12-2024,S018,P028,,3368.86,2.11,New
08/11/2024,S032,P008,199.0,,5.06,Premium
11-20-2024,S017,P098,133.0,3819.54,14.48,Premium
2024-11-04,S038,P060,31.0,4680.35,19.01,Regular
11-05-2024,S018,P031,120.0,2618.65,8.15,New
11-19-2024,S041,P069,58.0,1284.34,13.88,Premium
22/11/2024,S014,P030,45.0,2670.15,4.3,New
2024-11-22,S041,P007,167.0,3679.57,,Regular
11-04-2024,S040,P056,160.0,3635.03,5.97,Regular
2024-11-03,S003,P075,169.0,1565.84,12.69,Regular
,S034,P012,79.0,2738.18,15.1,New
11-26-2024,S029,P070,96.0,2735.2,17.54,New
26/11/2024,S001,P045,12.0,2058.96,,Regular
2024-11-10,S025,P041,117.0,,17.54,
15/11/2024,S044,P057,124.0,,18.89,Premium
11-14-2024,S010,P061,826.0,3367.85,8.44,Regular
11-25-2024,S044,P068,169.0,1870.21,15.13,New
30/11/2024,S003,P047,45.0,806.12,8.0,New
2024-11-23,S033,P034,188.0,1350.22,11.93,New
2024-11-02,S006,P004,131.0,3038.58,0.61,New
2024-11-22,S020,P093,166.0,4533.5,15.02,Regular
11-30-2024,S012,P002,135.0,3055.1,14.17,Premium
2024-11-29,S008,P095,25.0,1176.65,7.28,Premium
17/11/2024,S023,P057,163.0,2660.13,19.92,Premium
29/11/2024,S001,P059,11.0,2359.65,19.59,Premium
11-05-2024,S022,P092,96.0,3861.03,19.26,Premium
,S045,P098,114.0,2635.57,16.22,New
10/11/2024,S048,P066,174.0,2556.22,6.52,Premium
11-09-2024,S005,P091,129.0,4155.85,11.76,Regular
2024-11-27,S018,P029,10.0,3739.35,0.32,Premium
2024-11-06,S021,P098,156.0,4667.3,,New
2024-11-07,S045,P025,82.0,1627.92,0.85,Premium
,S050,P025,83.0,2487.07,14.61,New
11-14-2024,S012,P078,76.0,585.77,14.59,New
11-14-2024,S038,P026,185.0,26.62,12.94,Premium
2024-11-14,S025,P039,72.0,4593.41,17.44,Premium
2024-11-12,S045,P096,183.0,941.23,15.07,New
11/11/2024,S015,P018,48.0,567.75,18.96,Regular
18/11/2024,S004,P017,,932.26,4.44,Regular
17/11/2024,S006,P015,194.0,2436.62,7.75,
2024-11-20,S003,P021,75.0,125.87,16.13,Regular
05/11/2024,S035,P037,195.0,2392.54,15.52,Regular
27/11/2024,S036,,72.0,2948.04,16.08,Regular
20/11/2024,S015,P099,122.0,3906.0,0.85,Regular
11-03-2024,S005,P090,128.0,2031.85,10.71,Premium
2024-11-10,S008,P066,57.0,2491.64,6.34,Premium
2024-11-11,S046,,192.0,1660.02,18.66,Regular
19/11/2024,S020,P030,,4972.18,9.07,New
11-13-2024,S020,P003,106.0,2709.32,14.27,New
06/11/2024,,P007,161.0,2351.12,15.22,New
2024-11-19,S008,P064,4.0,3124.97,,New
11-19-2024,S009,,42.0,3476.51,15.77,Premium
11-11-2024,S030,P002,35.0,892.47,13.41,Premium
,S018,,137.0,4516.91,13.13,Premium
,S013,P084,68.0,4554.96,14.63,New
07/11/2024,S037,P065,24.0,1954.59,15.63,Regular
11-26-2024,S030,P037,73.0,4940.62,3.12,Premium
2024-11-28,S047,P006,175.0,1744.79,7.75,New
2024-11-03,S040,P036,90.0,3271.66,7.02,Regular
11-01-2024,S010,P042,189.0,4595.72,14.25,Premium
23/11/2024,S022,P060,133.0,1796.9,5.86,Premium
,S019,P039,40.0,1022.36,4.61,Premium
01/11/2024,S042,P047,73.0,,15.13,New
2024-11-26,S008,P067,103.0,3540.62,4.34,Premium
2024-11-18,S037,P081,134.0,2100.69,10.86,New
2024-11-22,S002,P065,53.0,4320.1,5.13,Premium
11/11/2024,S047,P042,62.0,3133.32,5.13,New
11-23-2024,S038,P075,93.0,3463.92,18.24,Regular
2024-11-07,S015,P036,167.0,813.11,10.72,New
2024-11-18,S006,P087,9.0,714.88,16.55,Regular
20/11/2024,S045,P098,84.0,4375.82,4.67,Regular
10/11/2024,S043,P022,61.0,253.87,14.96,Premium
24/11/2024,S037,P033,54.0,556.12,1.38,Regular
18/11/2024,S046,P038,168.0,4389.89,1.75,New
22/11/2024,,P007,169.0,,18.97,Premium
,S024,P100,134.0,1349.47,4.51,Premium
,S044,P010,150.0,1543.85,2.78,New
2024-11-25,S022,P018,13.0,3219.84,5.05,Regular
2024-11-08,S036,P095,24.0,4253.57,4.38,Premium
,S037,P087,77.0,3903.21,3.53,Regular
11-27-2024,S006,P075,196.0,4252.66,6.44,
2024-11-27,S045,P024,36.0,2767.67,5.79,Premium
11-17-2024,S026,P093,118.0,1605.51,19.11,Regular
02/11/2024,S013,P029,48.0,917.7,10.22,Premium
2024-11-12,S012,P081,143.0,325.41,10.2,New
,S010,P024,96.0,2822.91,5.74,Premium
,S046,P002,86.0,4647.5,7.86,Premium
,S009,P026,112.0,1886.78,5.93,New
14/11/2024,S028,P073,44.0,1483.08,1.78,Regular
11-17-2024,S046,P005,126.0,4896.54,17.76,Regular
02/11/2024,S033,P090,49.0,2268.55,9.43,Premium
2024-11-06,S049,P091,2.0,3852.65,,Regular
11-25-2024,S014,P044,141.0,1031.86,11.37,New
11-22-2024,S005,P030,26.0,1495.56,4.77,Regular
2024-11-04,S026,P078,11.0,4288.03,15.96,New
11-07-2024,S029,P057,189.0,3265.5,12.82,New
2024-11-10,S019,P009,172.0,4033.21,1.27,Premium
2024-11-08,S028,P079,147.0,826.74,18.73,
11-09-2024,S050,P061,83.0,1969.57,8.18,Premium
08/11/2024,S038,P039,29.0,3478.39,3.04,New
03/11/2024,S030,P022,163.0,4894.53,0.94,
11-21-2024,S047,P047,135.0,4854.42,13.51,Premium
2024-11-21,S014,P030,141.0,2726.59,0.31,New
11-19-2024,,P088,47.0,2362.26,,New
04/11/2024,,P002,16.0,1864.15,7.47,Regular
,S044,P071,147.0,941.8,0.67,New
,S010,P085,126.0,1952.13,16.9,New
07/11/2024,S011,P068,119.0,,6.77,Regular
2024-11-28,S030,P046,68.0,4046.64,13.09,New
,S016,P046,153.0,1868.96,3.31,Regular
20/11/2024,,P060,151.0,1100.17,11.35,New
2024-11-11,S021,P074,198.0,1987.99,17.56,Premium
2024-11-15,S001,,31.0,1262.94,8.87,Premium
16/11/2024,S036,P002,199.0,1864.78,17.74,
11/11/2024,S045,,33.0,417.48,0.66,New
,S005,P056,160.0,3366.69,10.66,New
21/11/2024,S048,P016,15.0,2130.58,12.5,Premium
08/11/2024,S005,P045,86.0,4802.3,14.28,Premium
11-25-2024,,P063,91.0,1912.58,19.21,New
16/11/2024,S019,P034,25.0,4297.59,3.16,Premium
11-29-2024,S014,P010,58.0,1305.58,,New
13/11/2024,S002,P083,54.0,25.5,6.69,
2024-11-09,S025,P052,106.0,2685.04,16.82,New
,S044,,32.0,2632.3,14.03,New
11-25-2024,S046,P016,22.0,1302.57,12.28,Premium
2024-11-09,S014,P009,79.0,4935.97,4.73,New
07/11/2024,S018,P032,108.0,647.26,19.76,New
2024-11-03,S030,P028,96.0,490.16,,Regular
30/11/2024,S017,P005,97.0,898.24,18.36,Regular
04/11/2024,S011,P035,94.0,383.47,11.89,New
11-28-2024,S017,P005,33.0,3042.4,15.06,New
11-06-2024,S002,P044,58.0,179.17,16.64,Regular
2024-11-15,S046,P062,,1181.02,1.2,Regular
11-09-2024,S025,P049,6.0,52.6,,New
18/11/2024,S013,P031,189.0,3969.58,6.05,Regular
06/11/2024,S015,P050,185.0,2624.53,19.33,New
2024-11-23,S028,P079,38.0,2704.23,2.62,New
11-13-2024,S044,P060,70.0,2925.27,0.62,Premium
2024-11-27,S035,,123.0,1201.28,17.7,Premium
24/11/2024,S021,P068,20.0,3559.93,6.14,New
23/11/2024,S038,P014,,1508.0,17.37,New
27/11/2024,S037,P008,100.0,,3.5,Premium
2024-11-07,S032,P063,93.0,3675.57,7.35,New
11-10-2024,S036,P090,181.0,205.79,2.34,Regular
28/11/2024,S017,P094,130.0,2942.26,17.3,Regular
,S038,P057,24.0,4801.71,19.93,New
10/11/2024,S036,P021,200.0,4888.97,2.11,New
11-07-2024,S048,P056,152.0,1530.17,16.81,Regular
2024-11-04,S040,P087,188.0,498.08,18.61,Regular
11-03-2024,S017,P041,164.0,3220.83,,Premium
2024-11-09,S019,P052,113.0,4363.14,12.85,Premium
13/11/2024,S046,P043,165.0,838.13,12.04,Premium
2024-11-10,S028,P088,178.0,3720.51,9.33,Premium
21/11/2024,S009,P034,113.0,2243.87,19.69,New
11-29-2024,S036,P013,65.0,1495.81,17.53,Regular
2024-11-06,S009,P080,114.0,,0.01,New
2024-11-05,S044,P093,82.0,4103.14,,Regular
04/11/2024,S024,P039,102.0,451.86,,Premium
11-23-2024,S025,P026,88.0,986.3,6.54,Premium
27/11/2024,S001,P060,59.0,211.69,15.42,New
04/11/2024,S016,P058,49.0,1606.69,10.96,New
2024-11-19,S004,P016,98.0,240.5,,New
25/11/2024,S018,P011,141.0,4213.39,9.85,New
2024-11-02,S014,P040,140.0,2420.1,11.24,New
2024-11-04,S033,P029,150.0,1381.8,18.7,New
16/11/2024,S045,P016,143.0,4569.51,16.84,New
,S045,P073,39.0,129.57,12.61,Premium
19/11/2024,S037,P068,150.0,418.71,11.95,Premium
11-15-2024,S019,P029,200.0,2084.12,4.99,
2024-11-17,S012,P071,28.0,2574.09,13.1,Premium
11-12-2024,S002,P056,31.0,4610.13,4.19,New
,S036,P041,18.0,754.12,,New
11-06-2024,S019,P092,11.0,3652.01,0.15,New
,S041,,94.0,2118.56,10.77,Premium
11-26-2024,S028,P086,107.0,1652.64,17.86,Premium
11-26-2024,,P057,166.0,4420.19,4.11,Premium
24/11/2024,S016,P068,65.0,960.97,0.37,New
2024-11-28,S013,P041,176.0,1455.36,,Premium
20/11/2024,S048,P087,20.0,1234.83,8.56,New
,S020,P015,124.0,2563.56,15.2,New
,S039,P094,150.0,1665.04,,Regular
11-11-2024,S037,P024,109.0,1309.04,2.83,Regular
11-20-2024,S023,P028,151.0,866.45,,Regular
12/11/2024,,P040,46.0,4600.39,13.86,New
2024-11-01,S047,P027,,3074.89,12.05,
11-24-2024,S048,P063,39.0,2473.47,12.03,New
11-14-2024,S006,P046,59.0,2077.82,9.16,New
23/11/2024,S029,P042,10.0,,0.58,Premium
2024-11-23,S033,P051,119.0,2766.03,12.62,Regular
,S008,P047,77.0,1384.33,9.49,Regular
11-06-2024,,P075,19.0,58.14,15.29,New
11-04-2024,S008,P030,192.0,468.02,0.19,New
11-01-2024,S050,,68.0,1088.52,2.84,Regular
11-14-2024,S012,P082,195.0,2188.74,17.81,Premium
11-13-2024,S039,P054,195.0,4586.98,18.76,New
2024-11-10,S002,P036,132.0,4954.5,11.14,New
2024-11-09,S021,P060,148.0,458.82,13.33,Premium
11-07-2024,S045,P063,158.0,153.99,6.51,Premium
2024-11-25,S008,P037,73.0,347.04,14.89,Premium
2024-11-03,S027,P100,161.0,3505.34,9.28,New
17/11/2024,S039,P046,51.0,2724.97,18.32,New
2024-11-04,,P098,51.0,3577.68,5.6,Premium
2024-11-17,S002,P085,91.0,616.52,1.08,New
11-13-2024,S008,P054,200.0,2503.53,18.46,New
11-26-2024,S014,P043,77.0,3677.13,5.55,New
11-08-2024,S016,P095,85.0,1145.3,,Premium
26/11/2024,S022,,138.0,342.1,17.56,New
11-25-2024,S012,P071,,3244.84,19.3,New
11-03-2024,S010,P011,39.0,290.24,11.62,Premium
15/11/2024,S036,P077,49.0,375.93,5.42,Regular
11-23-2024,S023,P097,136.0,3331.43,15.08,New
11-07-2024,S005,P066,119.0,4477.27,11.9,Premium
,S003,P063,182.0,2803.43,18.34,Premium
11-12-2024,S050,P054,71.0,,4.06,Premium
20/11/2024,S042,P037,130.0,,11.45,New
06/11/2024,S042,P082,18.0,359.63,,Premium
21/11/2024,S011,P051,174.0,2083.63,17.2,Premium
2024-11-14,S004,,160.0,4160.86,18.73,Regular
01/11/2024,S048,P034,71.0,290.04,6.89,Regular
11-03-2024,S033,P100,81.0,4678.24,1.9,Regular
2024-11-20,S032,P089,11.0,3623.69,14.29,New
11-14-2024,S021,P035,14.0,3995.68,4.43,Premium
11-03-2024,S024,P058,11.0,2781.83,2.54,New
2024-11-17,S017,P024,38.0,711.64,9.45,New
02/11/2024,S019,P058,158.0,77.26,9.16,Regular
2024-11-17,S014,,156.0,3084.87,3.51,New
2024-11-30,S037,P002,27.0,1154.19,10.27,Regular
24/11/2024,S035,P027,100.0,2045.47,11.22,New
20/11/2024,S033,P036,156.0,3648.48,17.55,Regular
11-05-2024,S007,P058,77.0,1411.48,13.32,Premium
2024-11-01,,P003,125.0,4463.45,13.95,Premium
2024-11-20,S049,P045,59.0,2432.34,,New
2024-11-29,S045,P040,196.0,4900.95,12.82,New
08/11/2024,S036,P071,48.0,1521.11,4.79,Premium
14/11/2024,S024,P041,157.0,3999.56,14.02,Premium
11-03-2024,S017,P068,175.0,4936.0,7.75,Regular
11-05-2024,S012,,30.0,4170.99,2.46,New
2024-11-22,S024,P027,,2923.23,4.93,Regular
11-20-2024,S006,P088,145.0,1195.62,19.75,Premium
29/11/2024,S011,P066,99.0,,11.58,New
2024-11-05,S048,P004,117.0,4310.79,6.32,New
,S046,P066,116.0,1954.27,10.61,Premium
11-21-2024,S004,P061,98.0,2364.23,8.61,New
30/11/2024,S050,P003,175.0,4274.95,,New
11-14-2024,S029,P088,21.0,1084.72,13.29,Regular
11-03-2024,S024,P014,19.0,927.05,7.29,Regular
15/11/2024,S041,P014,79.0,,12.95,New
2024-11-21,S046,P065,129.0,4289.58,6.56,New
11-12-2024,,P011,168.0,3608.22,0.05,Premium
11-12-2024,S017,P054,155.0,313.16,10.0,Premium
,S038,P046,181.0,2106.74,10.77,Regular
11/11/2024,S028,P075,56.0,3754.0,11.3,Premium
,S016,,58.0,3536.6,11.88,Regular
13/11/2024,S005,P045,107.0,1200.16,11.19,Regular
2024-11-29,S018,P082,60.0,38256.148261988754,3.46,
11-08-2024,S049,P015,48.0,2437.47,1.86,New
2024-11-21,S022,P072,11.0,2380.8,10.51,Premium
11-15-2024,,P065,42.0,3088.69,5.92,Premium
11-10-2024,S007,P073,12.0,1373.98,,Regular
11-19-2024,S029,P025,123.0,4247.8,18.79,Premium
06/11/2024,S049,P039,69.0,1658.27,7.11,New
2024-11-12,S009,P043,125.0,3556.64,18.71,Premium
11-11-2024,S034,P052,171.0,125.83,0.58,Premium
11-14-2024,S043,P052,21.0,4891.29,2.52,Regular
22/11/2024,S022,P085,58.0,1205.16,7.23,Regular
30/11/2024,S005,P019,92.0,4710.23,8.88,New
01/11/2024,S045,P094,178.0,3990.3,16.7,
11-03-2024,S002,P013,90.0,3143.92,18.85,Premium
11-04-2024,S026,P098,115.0,3358.48,11.41,Premium
11-28-2024,S034,P037,21.0,4145.05,,Premium
09/11/2024,,P008,82.0,772.86,10.52,Premium
11-27-2024,S004,P003,51.0,3380.08,0.82,New
11-30-2024,S033,P097,137.0,296.74,11.91,New
11-26-2024,S034,P005,191.0,404.05,,New
11-11-2024,S008,P023,97.0,3261.49,7.4,New
2024-11-27,S003,P031,98.0,1557.94,6.55,Regular
01/11/2024,S016,P015,13.0,1873.9,,Regular
14/11/2024,S025,P010,17.0,1148.17,11.32,New
11-09-2024,S017,P079,20.0,647.48,12.46,Regular
2024-11-06,S042,P092,15.0,3939.04,13.64,
11-19-2024,S003,P075,70.0,4746.74,3.22,New
,S037,P018,112.0,3612.84,2.73,New
2024-11-10,S036,P026,179.0,1299.47,11.34,Regular
11-04-2024,S007,P010,31.0,,17.47,New
11-22-2024,S006,P047,47.0,3494.64,17.14,Premium
11-08-2024,S014,P056,78.0,,,New
13/11/2024,S004,P091,106.0,891.98,6.78,New
,S001,P052,98.0,4480.07,19.33,New
11-19-2024,S048,P029,95.0,3196.72,,
10/11/2024,S025,P043,197.0,779.91,6.97,Premium
24/11/2024,S004,,188.0,386.86,8.72,Premium
2024-11-14,S005,P085,53.0,2589.4,5.12,Premium
2024-11-02,S001,,90.0,1442.73,4.83,Premium
11-21-2024,S005,P043,33.0,513.07,11.89,Premium
11-11-2024,S009,P051,93.0,1229.04,16.04,Premium
2024-11-30,S016,P090,90.0,158.16,13.33,New
09/11/2024,S006,P014,151.0,2596.06,4.28,
04/11/2024,,P045,146.0,4691.51,14.67,
04/11/2024,S001,P048,60.0,3700.21,13.34,Regular
11-16-2024,S034,P032,190.0,2720.27,17.54,
2024-11-14,S048,,,4943.09,9.91,Premium
06/11/2024,S005,P068,197.0,4683.22,6.85,Regular
11-09-2024,S006,P003,134.0,4163.2,8.12,Premium
11-02-2024,S030,P013,198.0,2343.55,19.64,Regular
,S022,P003,54.0,2394.88,15.61,New
,,P028,76.0,3162.68,13.0,New
2024-11-28,S004,P040,67.0,1236.54,13.62,Premium
2024-11-18,S046,P043,17.0,174.66,6.56,Premium
11-02-2024,S044,P016,167.0,2133.88,19.07,Regular
,S007,P008,32.0,489.71,19.4,New
11-09-2024,S007,P005,136.0,1395.69,6.31,New
2024-11-04,S004,P016,96.0,,12.38,New
11-30-2024,S029,P092,78.0,425.7,,Regular
2024-11-27,S003,P011,148.0,3000.01,10.19,Premium
06/11/2024,S012,P085,175.0,4240.38,7.61,New
,S044,P073,1.0,1089.8,1.88,Premium
2024-11-07,S022,P071,97.0,922.43,18.23,New
16/11/2024,S012,P097,142.0,1553.85,16.53,Regular
11-04-2024,S027,P026,64.0,3534.47,16.1,Regular
11-18-2024,S013,P055,73.0,,11.15,Premium
11-21-2024,S045,P007,90.0,4223.84,16.54,Premium
,S016,P048,158.0,3265.93,0.22,Regular
2024-11-06,S049,P061,139.0,1559.57,0.8,New
11-12-2024,S017,P088,154.0,,,Premium
2024-11-25,S042,P013,110.0,252.92,12.41,
11-11-2024,S003,P057,109.0,1518.91,17.37,Regular
,,P007,191.0,,10.14,Premium
30/11/2024,S043,P025,126.0,297.41,,Premium
11-30-2024,S029,P076,139.0,1234.3,6.96,Regular
11-29-2024,S048,P013,73.0,3116.25,,Regular
,S036,P035,156.0,,12.74,Regular
11-18-2024,S045,P029,26.0,894.69,0.58,Regular
11-22-2024,S025,P004,79.0,4249.81,4.62,New
,,P026,107.0,971.37,5.97,Premium
11-17-2024,S036,P094,113.0,2712.56,6.35,Regular
11-04-2024,S016,P014,19.0,3669.03,,Premium
20/11/2024,S014,P007,99.0,264.81,16.33,Premium
11-05-2024,S034,P057,176.0,615.39,5.91,New
15/11/2024,S042,P058,193.0,1520.76,17.96,Premium
05/11/2024,S004,P007,91.0,4155.66,11.42,
2024-11-01,S037,P060,93.0,81.92,17.45,New
,S004,P093,30.0,2425.45,8.0,Regular
2024-11-13,S046,P036,150.0,766.06,16.22,Regular
26/11/2024,S014,P029,129.0,4179.21,11.47,New
2024-11-07,S048,P006,104.0,4124.26,5.15,Regular
14/11/2024,S050,P086,199.0,1932.32,8.59,New
2024-11-26,S023,P057,184.0,3382.45,,Premium
22/11/2024,S037,P014,105.0,2989.55,13.43,Premium
2024-11-03,S029,P033,,2540.56,16.87,Premium
01/11/2024,S013,P004,,4000.3,9.62,Regular
11-10-2024,S036,P084,200.0,3141.21,3.97,Premium
26/11/2024,S041,P015,42.0,3515.32,8.2,New
11-28-2024,S035,P046,12.0,122.22,13.32,New
02/11/2024,S035,P025,130.0,2032.56,17.57,New
11-14-2024,S006,P028,116.0,1990.46,7.3,Premium
02/11/2024,S016,P003,122.0,3043.15,4.24,Regular
11-09-2024,S048,P024,83.0,1410.15,13.8,
11-28-2024,S018,P100,197.0,647.59,6.29,Regular
2024-11-10,S021,P012,4.0,1887.63,6.11,New
2024-11-17,S039,P079,34.0,3729.76,13.61,Premium
11-24-2024,S024,P078,155.0,2968.74,17.24,Regular
11-10-2024,S025,P093,66.0,2428.76,4.68,Regular
2024-11-12,S026,P091,41.0,4494.47,,Premium
11-30-2024,S030,P035,10.0,1274.88,2.52,New
11-16-2024,S001,P044,74.0,3514.11,19.79,Regular
2024-11-09,S014,P086,33.0,704.21,14.79,New
17/11/2024,S005,P018,96.0,2086.57,6.4,Regular
11-25-2024,S045,P010,77.0,561.28,6.02,New
09/11/2024,S050,P057,111.0,3082.89,2.9,Premium
2024-11-16,S049,P079,141.0,851.61,14.03,Regular
11-10-2024,S023,P032,90.0,2250.97,13.21,Regular
,,P070,84.0,,13.81,New
,S034,P025,174.0,1716.22,16.58,Regular
,S027,P038,,4989.74,17.73,Premium
11-18-2024,S022,,75.0,648.82,10.13,Regular
11-01-2024,S038,P035,3.0,3478.57,17.78,
2024-11-30,S049,P028,101.0,4570.81,2.38,Premium
2024-11-24,S050,P070,150.0,1220.0,8.16,Regular
2024-11-21,S010,P069,99.0,4898.94,20.0,Premium
02/11/2024,S011,P003,108.0,1330.91,2.55,Premium
07/11/2024,S040,,13.0,1649.22,15.74,Regular
11-21-2024,S048,P061,115.0,843.47,13.99,Regular
11-21-2024,,P022,71.0,,2.49,Regular
2024-11-21,S033,P029,180.0,1247.75,1.24,Premium
11-26-2024,S019,P064,199.0,2776.27,19.4,
02/11/2024,S046,P024,161.0,4876.77,,Regular
2024-11-05,S016,,13.0,1195.6,1.48,New
02/11/2024,S001,P049,89.0,1361.45,10.75,Premium
01/11/2024,,P083,182.0,2302.19,3.36,New
11-21-2024,S004,P071,142.0,693.45,1.4,Premium
11-08-2024,S040,P089,,3584.53,16.55,Premium
11-13-2024,S035,P015,22.0,3692.2,,Regular
11-18-2024,S008,P096,127.0,2310.89,5.03,New
29/11/2024,S023,P003,150.0,60.83,8.44,Premium
2024-11-29,S039,P016,89.0,1046.59,15.37,Premium
11-19-2024,S018,P020,125.0,1987.65,,Premium
11-22-2024,S002,P088,,3095.25,16.32,Premium
08/11/2024,S045,P054,138.0,2336.63,4.11,Regular
11-01-2024,S037,P033,120.0,,0.75,New
12/11/2024,S019,P047,65.0,,4.23,Regular
,S002,P079,,4705.62,3.18,Regular
11-22-2024,S005,P029,142.0,311.74,9.67,New
2024-11-16,,P063,102.0,3871.26,2.06,New
02/11/2024,S029,,145.0,3010.14,18.89,New
28/11/2024,S030,P093,200.0,4296.31,2.55,Premium
11-08-2024,S029,P051,3.0,3895.54,17.0,Premium
19/11/2024,S042,P081,143.0,1648.62,,New
11-28-2024,S025,P094,29.0,2725.72,2.72,New
11-22-2024,S013,P041,169.0,,12.77,Premium
2024-11-12,S012,P004,39.0,3150.04,5.51,Regular
02/11/2024,S018,P024,63.0,3159.58,14.6,New
20/11/2024,S018,P075,15.0,2839.05,5.63,New
2024-11-24,S020,P030,43.0,4378.41,3.73,Premium
2024-11-16,S028,P030,133.0,2958.63,13.58,New
,S031,P067,87.0,3224.71,3.41,Regular
